_id,_uuid,timestamp,just_booted,reset_reason,uptime,fw_version,modem_fw_version,rsrp
232415,359404230082423.0,2025-10-01 05:07:54.598133,t,16.0,161.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-92.0
231969,359404230082423.0,2025-09-30 04:01:02.792438,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
230880,359404230082423.0,2025-09-29 04:00:52.707844,t,0.0,21.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-93.0
229781,359404230082423.0,2025-09-28 07:09:32.308416,t,0.0,11341.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
229660,359404230082423.0,2025-09-28 04:00:48.789981,t,0.0,17.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
228500,359404230082423.0,2025-09-27 04:01:08.077174,t,0.0,36.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-92.0
227322,359404230082423.0,2025-09-26 04:01:06.632236,t,0.0,34.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
227315,359404230082423.0,2025-09-26 03:39:22.471295,t,0.0,26.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-94.0
227295,359404230082423.0,2025-09-26 03:15:54.315018,t,0.0,27.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
226050,359404230082423.0,2025-09-25 04:01:05.351139,t,0.0,33.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
224726,359404230082423.0,2025-09-24 07:48:06.395869,t,0.0,13854.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
224671,359404230082423.0,2025-09-24 07:08:10.629308,t,0.0,11458.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-98.0
224474,359404230082423.0,2025-09-24 03:57:32.792756,t,0.0,20.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
222829,359404230082423.0,2025-09-23 04:00:58.589313,t,0.0,26.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
221605,359404230082423.0,2025-09-22 11:56:16.200967,t,0.0,28545.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-85.0
221394,359404230082423.0,2025-09-22 04:00:43.333563,t,0.0,11.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
220948,359404230082423.0,2025-09-21 15:04:15.822017,t,0.0,39824.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-108.0
220598,359404230082423.0,2025-09-21 04:01:04.481847,t,0.0,32.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
220075,359404230082423.0,2025-09-20 12:37:57.685508,t,2.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
219806,359404230082423.0,2025-09-20 04:01:07.683975,t,0.0,35.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
219602,359404230082423.0,2025-09-19 19:51:56.645607,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
219009,359404230082423.0,2025-09-19 04:00:44.861794,t,0.0,12.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
218694,359404230082423.0,2025-09-18 17:50:57.684036,t,2.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-92.0
218603,359404230082423.0,2025-09-18 15:31:33.521089,t,2.0,33.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
218157,359404230082423.0,2025-09-18 04:01:05.123164,t,0.0,32.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-99.0
217931,359404230082423.0,2025-09-17 19:27:17.368752,t,0.0,19.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
217406,359404230082423.0,2025-09-17 04:00:47.6826,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
216710,359404230082423.0,2025-09-16 04:01:06.078258,t,0.0,33.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
216707,359404230082423.0,2025-09-16 03:55:01.102581,t,0.0,6.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
216092,359404230082423.0,2025-09-15 04:00:58.646182,t,0.0,25.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
215545,359404230082423.0,2025-09-14 04:00:48.782783,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-95.0
214927,359404230082423.0,2025-09-13 04:00:45.09806,t,0.0,12.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-94.0
214360,359404230082423.0,2025-09-12 04:00:52.21982,t,0.0,19.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
213744,359404230082423.0,2025-09-11 06:44:00.822603,t,2.0,2905.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-99.0
213234,359404230082423.0,2025-09-10 04:00:56.388604,t,0.0,22.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
212739,359404230082423.0,2025-09-09 04:01:05.440588,t,0.0,31.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-97.0
212734,359404230082423.0,2025-09-09 03:49:43.836592,t,0.0,15.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
212511,359404230082423.0,2025-09-08 15:17:24.784362,t,2.0,33585.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-112.0
212383,359404230082423.0,2025-09-08 06:42:05.761387,t,2.0,2665.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-111.0
212338,359404230082423.0,2025-09-07 10:13:22.242378,t,2.0,1997.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-106.0
212009,359404230082423.0,2025-09-06 09:40:43.836006,t,2.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
211894,359404230082423.0,2025-09-06 04:00:52.563809,t,0.0,18.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-96.0
211369,359404230082423.0,2025-09-05 04:00:43.848859,t,0.0,9.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-100.0
210842,359404230082423.0,2025-09-04 04:00:48.455061,t,0.0,14.0,v0.0.3-45-g6b77131c-dirty,mfw_nrf91x1_2.0.1,-100.0
